NER_DATA,TAG
ಪಾತೆರ್ದ್,O
ಡಿ.24,B-DATE
ತಾನಿ,O
ಬಯ್ಯಗ್,O
ಬೊಳುವಾರ್ರ್ದ್,B-LOC
ತಿರುಪತಿರ್ದ್,I-LOC
ಬರ್ಪುನ,O
ದೇವೆರ್ನ,O
ವೈಭವದ,O
ಮೆರವಣಿಗೆ,O
ಬೊಕ್ಕ,O
ರಾತ್ರೆ,O
ಪೂಜೆ,B-FUN
ಸಾಂಸ್ಕೃತಿಕ,I-FUN
ಕಾರ್ಯಕ್ರಮ,I-FUN
ಮನದಾನಿ,O
ಕಾಂಡೆ,O
Read,O
more…144,O
ಒಡಿಪು,B-LOC
ಜಿಲ್ಲಾ,B-GPE
ಹಿರಿಯ,O
ನಾಗರಿಕರ,O
ಒಕ್ಕೂಟದ,O
202324,B-NUM
ತ್ತ,O
ಗುರ್ಕಾರ್ಲು,O
ಆದ್,O
ಎಚ್,O
ವಿಶ್ವನಾಥ,B-PER
ಹೆಗ್ಡೆ,I-PER
ಆಯ್ಕೆ,O
ಆತೆರ್.,O
*,O
ಕಾರ್ಯದರ್ಶಿಯಾದ್,O
ಪಿ.ನಾಗರಾಜ,B-PER
ರಾವ್,I-PER
ಕೋಶಾಧಿಕಾರಿಯಾದ್,B-ROL
ಎಸ್.,B-PER
*,O
ಹರಿದಾಸ,B-PER
ನಾಯಕ್,I-PER
ಆಯ್ಕೆ,O
ಆತೆರ್.,O
*,O
ಒಡಿಪು,B-LOC
ಜಿಲ್ಲೆದ,B-GPE
ಒಡಿಪು,B-LOC
ಬ್ರಹ್ಮಾವರ,B-LOC
ಕುಂದಾಪುರ,I-LOC
ಬೈಂದೂರ್,I-LOC
ಬೊಕ್ಕ,O
ಕಾರ್ಲ,B-LOC
ಮುಲ್ಪ,O
ಕಾರ್ಯ,O
ನಿರ್ವಹಣೆ,O
ಮಲ್ತೊಂದಿಪ್ಪುನ,O
ಹಿರಿಯ,O
ನಾಗರಿಕೆರ್‍ನ,O
ಸಂಘದ,B-ORG
ಒಕ್ಕೂಟದ,O
ಸದಸ್ಯ,O
ಸಂಸ್ಥೆಯಾದಿತ್ತ್ದ್,O
ಉಂದೆತ್ತ,O
ಗುರ್ಕಾರ್ಲು,O
ಕಾರ್ಯದರ್ಶಿ,B-ROL
ಕೋಶಾಧಿಕಾರಿ,O
ಆದ್,O
ಕೆ,B-PER
ಸದಾನಂದ,I-PER
ಹೆಗ್ಡೆ,I-PER
ಕೆ.,I-PER
*,O
Read,O
more…145,O
ಮುಲ್ಕಿ,B-LOC
ಮುಲ್ಕಿಡ್,I-LOC
ಡಿ.24,B-DATE
ಕ್ಕ್,O
ನಡಪರೆ,O
ಇಪ್ಪುನ,O
ಮುಲ್ಕಿ,B-LOC
ಸೀಮೆದ,O
ಅರಸು,B-LOC
ಕಂಬುಲ,B-ENT
ವೈಭವ,O
2023,B-NUM
ತ್ತ,O
ಸೌತ್,O
ಕೆನರಾ,O
ಫೋಟೋಗ್ರಾಫರ್,O
ಎಸೋಸಿಯೇಷನ್,B-ORG
ಮುಲ್ಕಿ,B-LOC
ವಲಯದ,O
ಸದಸ್ಯೆರೆನ,O
ಛಾಯಾಚಿತ್ರ,O
ಪಂತೊದ,O
ಪೋಸ್ಟರ್,O
ಬುಡುಗಡೆ,O
ಲೇಸ್,B-FUN
ಪಡುಪಣಂಬೂರು,B-LOC
ಮುಲ್ಕಿ,I-LOC
ಸೀಮೆದ,O
ಅರಮನೆಟ್ಟ್,O
ನಡತ್ಂಡ್.,O
*,O
ಪೋಸ್ಟರ್,O
ಬಿಡುಗಡೆ,O
ಮಲ್ತಿನ,O
ಮುಲ್ಕಿ,B-LOC
ಸೀಮೆದ,O
ಅರಸೆರ್,O
ದುಗ್ಗಣ್ಣ,B-PER
ಸಾವಂತೆರ್,I-PER
ಪಾತೆರ್ದ್,O
ಪಿರಕ್,O
ದ,O
ವೈಭವನ್,O
ನೆಂಪು,O
ಮಲ್ಪುನ,O
ಅರಸು,B-PER
ಕಂಬುಲ,B-ENT
ಸಾಂಪ್ರದಾಯಿಕವಾದ್,O
ನಡತೊಂದು,O
ಉಂಡು.,O
*,O
ಬೇತೆ,O
Read,O
more…146,O
ಕಾರ್ಲ,B-LOC
ನಂದಳಿಕೆ,B-ORG
ಇಂಚರ,I-ORG
ಸೇವಾ,I-ORG
ಬಳಗ,I-ORG
(ರಿ.),I-ORG
*,O
ಒಂಜಿ,O
ಬಡಪತ್ತ್,O
ಕುಟುಂಬಗ್,B-FAM
ಪನವುದ,O
ಸಕಾಯನ್,O
ಮಲ್ದ್ಂಡ್.,O
*,O
ಕಾರ್ಲ,B-LOC
ತಾಲೂಕ್,B-GPE
ದ,O
ಪಡ್ಡೆದ್ರ,O
ಸುರೇಖಾ,B-PER
ಬೊಕ್ಕ,O
ಪ್ರಶಾಂತ್,B-PER
ಮೊಕ್ಲೆನ,O
8,B-NUM
ತಿಂಗೊಲ್ದ,O
ಧ್ರುವಿ,B-PER
ಪೂಜಾರಿ,I-PER
ಪನ್ಪುನ,O
ಬಾಲೆ,O
ಲಿವರ್,B-MED
ಸಮಸ್ಯೆರ್ದ್,O
ನರಲೊಂದು,O
ಉಂಡು.,O
*,O
ಈ,O
ಬಾಲೆದ,O
ಚಿಕಿತ್ಸೆಗ್,B-MED
30,B-NUM
ಲಕ್ಷದ,O
ಅವಶ್ಯಕತೆ,O
ಉಂಡು,O
ಪಂದ್,O
ಬೆಂಗ್ಲೂರು,B-LOC
ಕೆ.ಎಂ.ಸಿ,B-MED
ಆಸ್ಪತ್ರೆದ,I-MED
ವೈದ್ಯೆರ್,I-MED
ತೆರಿಪಾದೆರ್.,O
*,O
ಅಂಚಾದ್,O
ಬಾಲೆದ,O
ಚಿಕಿತ್ಸೆದ,B-MED
ಆಸ್ಪತ್ರೆ,I-MED
ಕರ್ಚಿಗ್,O
ಡಿ.17,B-DATE
ಬೊಕ್ಕ,O
Read,O
more…147,O
ಮುಲ್ಕಿ,B-LOC
ಜಾಗತಿಕ,O
ಬಂಟರ,B-ORG
ಸಂಘಲೆನ,I-ORG
ಒಕ್ಕೂಟದ,I-ORG
ಮುತಾಲಿಕೆಡ್,O
ಒಡಿಪುಡ್,B-LOC
ನಡತಿನ,O
ವಿಶ್ವ,O
ಬಂಟರ,O
ಸಮ್ಮೇಳನ,B-FUN
2023,B-NUM
ತ್ತ,O
ಕರ್ಚಿ,O
ವೆಚ್ಚದ,O
ಸಭೆ,O
ಮುಲ್ಕಿ,B-LOC
ಕನ್ಯಾನ,B-PER
ಸದಾಶಿವ,I-PER
ಶೆಟ್ಟಿ,I-PER
ಸಂಕೀರ್ಣದ,O
ಪ್ರವೀಣ್,B-PER
ಭೋಜ,I-PER
ಶೆಟ್ಟಿ,I-PER
ಆಡಳಿತ,O
ಕಚೇರಿಡ್,O
ಇಂಚೊಗು,O
ನಡತ್ಂಡ್.,O
*,O
ಸಭೆತ್ತ,O
ಗುರ್ಕಾರ್ಮೆನ್,B-ROL
ಒಯಿಸೊನ್ನ,O
ಜಾಗತಿಕ,B-ORG
ಬಂಟರ,I-ORG
ಸಂಘಲೆನ,I-ORG
ಒಕ್ಕೂಟದ,I-ORG
ಗುರ್ಕಾರೆ,B-ROL
ಐಕಳ,B-PER
ಹರೀಶ್,I-PER
ಶೆಟ್ಟಿ,I-PER
ಪಾತೆರ್ದ್ವಿಶ್ವ,O
ಬಂಟೆರೆನ,O
ಸಮ್ಮೇಳನದ,O
ಮುಖೇನ,O
ಮಾತಾ,O
ಬಂಟ,O
ಬಂಧುಲೆನ್,B-FAM
ಒಂಜೇ,O
ಚಾವಡಿಡ್,O
ಒಟ್ಟು,O
ಸೇರ್ಸಾಯಿನ,O
Read,O
more…148,O
ಲವಂಗ,O
ತಿನ್ಪುನೆರ್ದ್,O
ಬಂಜಿ,O
ಬೇನೆ,O
ಅಜೀರ್ಣ,O
ನಿವಾರಣೆ,O
ಮಲ್ಪುಂಡು.,O
*,O
ಕಕ್ಕುನೇ,B-MED
ಗ್ಯಾಸ್ಟ್ರಿಕ್,I-MED
ಸಮಸ್ಯೆಗ್,I-MED
ಉಂದು,O
ಸಹಕಾರಿ,O
ಆತ್ಂಡ್.,O
*,O
ಪುದೀನಾ,O
ತಿಂದ್ಂಡಲ,O
ಬಂಜಿಬೇನೆ,B-MED
ಬೊಕ್ಕ,O
ಕಕ್ಕುನ,B-MED
ಕಮ್ಮಿ,O
ಆಪುಂಡು.,O
*,O
ಅತ್ತಂದೆ,O
ಶುಂಠಿ,O
ತಿಂದ್ಂಡಲ,O
ಆಪುಂಡು.,O
*,O
ಬೆಚ್ಚ,O
ನೀರ್,O
ಗ್,O
ನಿಂಬೆ,O
ರಸ,O
ಬೆರೆಸಾದ್,O
ಪರ್ಂಡ,O
ಪರ್ಂದ್,O
ತಿಂಡ,O
ಒಮ,O
ಅತ್ತಂಡ,O
ಅವೆತ್ತ,O
ನೀರ್,O
ನ್,O
ಪರ್ಂಡ,O
ಬಂಜಿ,B-MED
ಬೇನೆ,O
ಕಮ್ಮಿ,O
ಆಪುಂಡು.,O
*,O
149,B-NUM
UPSC,O
ಮುಖ್ಯ,O
ಪರೀಕ್ಷೆಡ್,O
ಅರ್ಹತೆ,O
ಪಡೆಯಿನ,O
ಅಭ್ಯರ್ಥಿಲೆಗ್,B-COM
ಸಂದರ್ಶನದ,O
ವೇಳಾಪಟ್ಟಿನ್,O
ಬುಡುಗಡೆ,O
ಮಲ್ದ್ಂಡ್.,O
*,O
ಜ.2,B-DATE
ರ್ದ್,O
ಫೆ.16,B-DATE
ಮುಟ್ಟ,O
ವೈಯಕ್ತಿಕ,O
ಸಂದರ್ಶನ,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
2844,B-NUM
ಜನ,B-COM
ಈ,O
ಸಂದರ್ಶನಗ್,O
ಅರ್ಹತೆ,O
ಪಡೆತೆರ್.,O
*,O
ಸುರುತ್ತ,O
1026,B-NUM
ಅಭ್ಯರ್ಥಿಲೆಗ್,O
ಸಂದರ್ಶನದ,O
ವೇಳಾಪಟ್ಟಿನ್,O
ಬುಡುಗಡೆ,O
ಮಲ್ದ್ಂಡ್.,O
*,O
ಈ,O
ದಿಟ್ಟಿಡ್,O
ಇಕಾಲ್,O
ಪತ್ರನ್,O
ಬೇಗಡೇ,O
ವೆಬ್ಸೈಟ್ಡ್,O
ಪ್ರಕಟ,O
ಮಲ್ಪುವ,O
ಪಂದ್,O
ಪಂತ್ಂಡ್.,O
*,O
150,B-NUM
ಕೌನ್ಸಿಲ್,B-ORG
ಆಫ್,I-ORG
ಸೈಂಟಿಫಿಕ್,I-ORG
ಅಂಡ್,I-ORG
ಇಂಡಸ್ಟ್ರಿಯಲ್,I-ORG
ರಿಸರ್ಚ್,I-ORG
ಡ್,O
(CSIR),O
ಖಾಲಿ,O
ಇಪ್ಪುನ,O
444,B-NUM
ಬೇಲೆಗ್,O
ಅರ್ಜಿ,O
ಸಂದಾವೊಲಿ.,O
*,O
ಅಭ್ಯರ್ಥಿಲು,O
ಜ.12,B-DATE
ತ್ತೊಲಯಿ,O
ಆನ್,O
ಲೈನ್,O
ಡ್,O
ಒವ್ವೇ,O
ಪದವಿ,O
ಆಯಿನಕುಲು,O
ಅರ್ಜಿ,O
ಸಂದಾವೊಲಿ.,O
*,O
ಸೆಕ್ಷನ್,B-ROL
ಆಫೀಸರ್,I-ROL
75,B-NUM
ಸಹಾಯಕ,O
ಸೆಕ್ಷನ್,B-ROL
ಆಫೀಸರ್,I-ROL
368,B-NUM
ಬೇಲೆ,O
ಉಂಡು.,O
*,O
ಅಭ್ಯರ್ಥಿಲೆನ್,O
ಲಿಖಿತ,O
ಪರೀಕ್ಷೆದ,O
ಆಧಾರದ,O
ಮಿತ್ತ್,O
ಆಯ್ಕೆ,O
ಮಲ್ಪರೆ,O
ಆಪುಂಡು.,O
*,O
ನೆಟ್ಟ್,O
45,B-NUM
ಸಾರ,O
ರೂ.,O
*,O
ರ್ದ್,O
140000,B-NUM
ರೂ.,O
*,O
ಸಂಬಳ,O
Read,O
more…151,O
ನಾಸಿಕ್,O
ನಾಕ,O
ಶ್ರೀ,B-PER
ಅಯ್ಯಪ್ಪ,B-PER
ಭಕ್ತ,I-PER
ಸಮಿತಿದ,B-ORG
ವರ್ಷದ,O
ಉಚ್ಚಯ,O
ಬೊಕ್ಕ,O
ಮಹಾ,O
ಅನ್ನಸಂತರ್ಪಣೆ,B-FUN
ಡಿ.17,B-DATE
ಅಯಿತಾರದಾನಿ,O
ಕಾಂಡೆ,O
10,B-NUM
ಗಂಟೆಡ್ದ್,O
ಬಯ್ಯ,O
430,B-NUM
ಗಂಟೆ,O
ಮುಟ,O
ಶರ್ಮ,B-PER
ಮಂಗಳ,I-PER
ಕಾರ್ಯಾಲಯಡ್,O
ಬಾರಿ,O
ಗೌಜಿಡ್,O
ನಡತ್ಂಡ್.,O
*,O
ಶ್ರೀ,O
ದುರ್ಗಾಪರಮೇಶ್ವರಿ,B-ORG
ಭಜನಾಮಂಡಳಿ,I-ORG
ಸಾತ್ಪುರ,O
ಬೊಕ್ಕ,O
ಶ್ರೀ,B-ORG
ಭ್ರಾಮರಿ,I-ORG
ಮಹಿಳಾ,I-ORG
ಭಜನಾ,I-ORG
ಮಂಡಳಿ,I-ORG
ಮಹಾತ್ಮಾನಗರ,B-LOC
ಮೊಕೆಲೆನ,O
ಭಜನೆಡ್ದ್,O
ಶುರು,O
ಆಯಿನ,O
ಕಜ್ಜೊ,O
ವಿವಿಧ,O
ಸಮಾಜಪರ,O
ಕಜ್ಜೊಲೆಡಪ್ಪ,O
ಧಾರ್ಮಿಕ,O
ಕಾರ್ಯಕ್ರಮೊಲು,B-FUN
ಕೆಲವು,O
ಮುಖ್ಯ,O
ಭಿನ್ನೆರೆನ,O
Read,O
more…152,O
ಪುತ್ತೂರು,B-LOC
ಶ್ರೀ,O
ಮಹಾವಿಷ್ಣು,B-PER
ದೇವಲ್ಯದ,O
ಪುನರ್,O
ಪ್ರತಿಷ್ಠಾಬಂಧ,B-FUN
ಬ್ರಹ್ಮಕಲಶಾಭಿಷೇಕ,I-FUN
ಉಚ್ಚಯದ,O
ವರ್ಷದ,O
ದಿನತ್ತ,O
ಲೆಕ್ಕೊಡು,O
ಶ್ರೀ,O
ದೇವೆರೆಗ್,O
ಕ್ಷೇತ್ರದ,B-ORG
ತಂತ್ರಿಲಾಯಿನ,O
ಬ್ರಹ್ಮಶ್ರೀ,B-PER
ಕೆಮ್ಮಿಂಜೆ,I-PER
ನಾಗೇಶ,I-PER
ತಂತ್ರಿಲೆನ,I-PER
ಮುತಾಲಿಕೆಡ್,O
ಡಿ.25,B-DATE
ಕ್ಕ್,O
ರಾತ್ರೆ,O
ರಂಗಪೂಜೆ,B-FUN
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಬೊಲ್ಪುಗು,O
ನಿತ್ಯ,O
ಪೂಜೆ,B-FUN
ಗಣಪತಿ,I-FUN
ಹವನ,I-FUN
ಶ್ರೀ,I-FUN
ನಾಗದೇವೆರೆಗ್,I-FUN
ತಂಬಿಲ,I-FUN
ರಕ್ತೇಶ್ವರೀ,O
ಬೊಕ್ಕ,O
ಪರಿವಾರ,O
ದೈವೊಲೆಗ್,O
ತಂಬಿಲ,B-FUN
ಅಶ್ವಥ,O
ಪೂಜೆ,B-FUN
ರಾತ್ರೆ,O
ರಂಗಪೂಜೆ,B-FUN
ಪ್ರಸಾದ,I-FUN
ಪಟ್ಟುನ,O
ಲೇಸ್,B-FUN
ಅನ್ನ,O
ಪ್ರಸಾದ,O
ಸೇವೆ,O
ನಡಪರೆ,O
Read,O
more…153,O
ಬೊಂಬೈ,B-LOC
ಕನ್ನಡ,O
ಸಂಘ,B-ORG
(ರಿ.),I-ORG
*,O
ದ,O
ಮುತಾಲಿಕೆಡ್,O
ದತ್ತಿ,O
ಉಪನ್ಯಾಸ,B-FUN
ಲೇಸ್,I-FUN
ಡಿ.23,B-DATE
ಸನಿಯಾರ,O
ಬಯ್ಯಗ್,O
ಮಾಟುಂಗದ,O
ಮೈಸೂರ್,B-LOC
ಅಸೋಸಿಯೇಶನ್,I-FUN
ದ,O
ಸಭಾಂಗಣಡ್,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ದ,O
ಗುರ್ಕಾರ್ಮೆನ್,B-ROL
ಬೊಂಬೈ,B-LOC
ಕನ್ನಡ,O
ಸಂಘದ,B-ORG
ಗುರ್ಕಾರೆ,B-ROL
ಗುರುರಾಜ,B-PER
ಎಸ್,I-PER
ನಾಯಕ್,I-PER
ಒಯಿಸೊನ್ವೆರ್.,O
*,O
ಮಲ್ಲ,O
ಬಿನ್ನೆರಾದ್,O
ಬೊಂಬೈ,B-LOC
ವಿದ್ಯಾದಾಯಿನಿ,B-ORG
ಸಭಾ,I-ORG
(ರಿ.),I-ORG
*,O
ದ,O
ಮಾನಾದಿಗೆದ,O
ಕಾರ್ಯದರ್ಶಿ,B-ROL
ಸಮಾಜ,B-ORG
ಸೇವಕೆರ್,I-ORG
ಚಿತ್ರಾಪು,B-LOC
ಕೆ.ಎಂ,B-PER
ಕೋಟ್ಯಾನ್,I-PER
ಪಾಲ್,O
ಪಡೆಯೆರೆ,O
ಉಲ್ಲೆರ್.,O
*,O
ಬೊಂಬೈದ,B-LOC
ಕವಯತ್ರಿ,O
Read,O
more…154,O
11,B-NUM
ವರ್ಷದ,O
ಬಾಲೆಗ್,O
50,B-NUM
ವರ್ಷದ,O
ಜನತ್ತ,B-COM
ಹಾರ್ಟ್ನ್,O
ಕಸಿ,O
ಮಲ್ತಿನ,O
ಘಟನೆ,O
ತಿರುಪತಿದ,B-LOC
ಶ್ರೀಪದ್ಮಾವತಿ,O
ಹೃದಯ,O
ಮಂದಿರಡ್,O
ನಡತ್ಂಡ್.,O
*,O
ವನಸ್ಥಲಿಪುರಂ,B-LOC
(ತೆಲಂಗಾಣ),O
ದ,O
ಬಾಲೆಗ್,O
ಹೃದಯ,B-MED
ಕಸಿ,O
ಮಲ್ದೆರ್.,O
*,O
ಅಂಚಾದ್,O
ಇತ್ತೆನೇ,O
ಬ್ರೈನ್,B-MED
ಡೆಡ್,O
ಆಯಿನ,O
50,B-NUM
ವರ್ಷದ,O
ಜನತ್ತ,O
(ಶ್ರೀಕಾಕುಳಂ),O
ಕುಟುಂಬಸ್ಥೆರ್,B-FAM
ಅಂಗಾಂಗ,O
ದಾನಗ್,O
ದುಂಬಾತೆರ್.,O
*,O
ಇಂಚಾದ್,O
ಹೆಲಿಕಾಪ್ಟರ್,O
ಮುಖೇನ,O
ಮೆರೆನ್,B-COM
ಲೆತೊಂದು,O
ಬತ್ತ್,O
ದ್,O
ಬೊಕ್ಕ,O
ಇಸೇಸ,O
ಇಮಾನದ,O
ಮುಖೇನ,O
ತಿರುಪತಿಗ್,B-LOC
ಲೆತೊಂದು,O
ಬತ್ತ್,O
ದ್,O
Read,O
more…155,O
ಕೊರೊನಾ,B-MED
ಸುರು,O
ಆಯಿರ್ನೆದಾವೆರ,O
ರಾಜ್ಯದ,B-GPE
ಬಸ್,O
ಲೆಡ್,O
ಮಾಸ್ಕ್,B-MED
ಕಡ್ಡಾಯವಾದ್,O
ಪಾಡೊಡು,O
ಪಂದ್,O
ಸಾರಿಗೆ,B-SPT
ಸಚಿವೆರ್,B-POL
ರಾಮಲಿಂಗ,B-PER
ರೆಡ್ಡಿ,I-PER
ತೆರಿಪಾದೆರ್.,O
*,O
ಸರ್ಕಾರದ,B-ORG
ಆದೇಶದಂಚೆನೆ,O
ಕೆಎಸ್,O
ಆರ್,O
ಟಿಸಿ,O
ಬೊಕ್ಕ,O
ಬಿಎಂಟಿಸಿಡ್,O
ಪ್ರಯಾಣ,O
ಮಲ್ಪುನ,O
ಪ್ರತಿಯೊರಿ,O
ಪ್ರಯಾಣಿಕೆಲ,O
ಮಾಸ್ಕ್,B-MED
ಪಾಡ್ದ್,O
ಪ್ರಯಾಣ,O
ಮಲ್ಪೊಡು,O
ಪಂದ್,O
ಪಂಡೆರ್.,O
*,O
ಅಂಚೆನೆ,O
ಕೇರಳಗ್,B-LOC
ಪೋದು,O
ಬರ್ಪುನ,O
ಕೆಎಸ್,O
ಆರ್,O
ಟಿಸಿ,O
ಬಸ್,B-SPT
ಟ್ಟ್,O
ಮುನ್ನೆಚ್ಚರಿಕೆ,O
ಕ್ರಮವಾದ್,O
ಸ್ಯಾನಿಟೈಸರ್,B-MED
ನ್,O
ಪಾಡೊಡು,O
ಪಂದ್,O
ಸಚಿವೆರ್,B-POL
ಸೂಚನೆ,O
ಕೊರ್ತೆರ್.,O
*,O
156,B-NUM
7ನೇ,I-NUM
ಕ್ಲಾಸ್,O
ದ,O
ಪೊಣ್ಣುಯೊರ್ತಿ,O
ತಿಗಲೆ,O
ಬೇನೆಡ್,O
ತೀರ್,O
ಪೋಯಿನ,O
ಘಟನೆ,O
ಚಿಕ್ಕಮಗಳೂರು,B-LOC
ಜಿಲ್ಲೆದ,B-GPE
ಮೂಡಿಗೆರೆ,B-LOC
ತಾಲೂಕ್,B-GPE
ದ,O
ಜೋಗಣ್ಣನಕೆರೆಟ್ಟ್,B-LOC
ನಡತ್ಂಡ್.,O
*,O
ಇನಿ,O
ಬೊಲ್ಪುಗು,O
ಶಾಲೆಗ್,B-ACD
ಪೋಯೆರೆ,O
ಪಿದಾಡಿನಪಗ,O
ಸೃಷ್ಟಿ,O
-13,B-NUM
ತರೆ,O
ತಿರ್ಗ್,O
ದ್,O
ಬೂರ್ದಲ್.,O
*,O
ಕೂಡ್ಲೆ,O
ಆಸ್ಪತ್ರೆಗ್,B-MED
ಲೆತೊಂದು,O
ಪೋನಗ,O
ಪೊಣ್ಣು,O
ತೀರ್,O
ಪೋತಲ್.,O
*,O
ಮೂಡಿಗೆರೆ,B-LOC
ಎಂಜಿಎಂ,B-ACD
ಸರ್ಕಾರಿ,I-ACD
ಆಸ್ಪತ್ರೆದ,B-MED
ವೈದ್ಯೆರ್,I-MED
ತಿಗಲೆ,O
ಬೇನೆಡ್,O
ತೀರ್,O
ಪೋತಲ್,O
ಪಂದ್,O
ತೆರಿಪಾದೆರ್.,O
*,O
157,B-NUM
ಸುಬ್ರಹ್ಮಣ್ಯ,B-PER
ಚಾರಣಪ್ರಿಯೆರ್,I-PER
ಪಂದ್,O
ಪುದರ್,O
ಪಡೆನ,O
ಗಿರಿಗದ್ದೆ,B-LOC
ಮಹಾಲಿಂಗ,B-PER
ಭಟ್,I-PER
ಹುಷಾರ್,O
ದಾಂತೆ,O
ಇನಿ,O
ಕುಡ್ಲದ,B-LOC
ಆಸ್ಪತ್ರೆಡ್,B-MED
ತೀರ್,O
ಪೋಯೆರ್.,O
*,O
ಕುಮಾರಪರ್ವತ,O
ಚಾರಣಿಗೆರೆಗ್,O
ಗಿರಿಗದ್ದೆದ,O
ಇಲ್ಲಲ್,O
ವಿಶ್ರಾಂತಿ,O
ಕಾಫಿ,O
ವನಸ್,O
ತಿಂಡಿ,O
ಚಹಾ,O
ವ್ಯವಸ್ಥೆ,O
ಮಲ್ತೊಂದು,O
ಇತ್ತಿನ,O
ಮಹಾಲಿಂಗ,B-PER
ಭಟ್,I-PER
ವಾರದ,O
ಪಿರ,O
ಹಾರ್ಟ್,B-MED
ಅಟ್ಯಾಕ್,I-MED
ಆದ್,O
ಕುಡ್ಲದ,B-LOC
ಅತ್ತಾವರ,I-LOC
ಕೆಎಂಸಿ,B-MED
ಆಸ್ಪತ್ರೆಡ್,I-MED
ಚಿಕಿತ್ಸೆ,I-MED
ಪಡೆದ್,O
ಹುಷಾರ್,O
ಆದಿತ್ತೆರ್.,O
*,O
ಕುಡ್ಲಡ್,B-LOC
ಇಪ್ಪುನ,O
ಮಗಲ್,B-FAM
ನ,O
ಇಲ್ಲಲ್,O
ವಿಶ್ರಾಂತಿಡ್,O
ಇತ್ತಿನ,O
ಅರೆಗ್,O
Read,O
more…158,O
ಬೆಂಗ್ಲೂರುದ,B-LOC
ಅಂತಾರಾಷ್ಟ್ರೀಯ,B-GPE
ಇಮಾನ,O
ನಿಲ್ದಾಣಗ್,O
ಪೋಪಿನ,O
ದೊಡ್ಡಜಾಲದ,O
ಕೈತಲ್,O
ಕೋಡೆ,O
ಸರಣಿ,O
ಆಕ್ಸಿಡೆಂಟ್,B-MED
ಆದ್,O
9,B-NUM
ಕಾರ್,O
ನಕ್ಕೆ,O
ಆತ್ಂಡ್.,O
*,O
ಈ,O
ಘಟನೆರ್ದ್,O
ಒವ್ವೇ,O
ತೊಂದರೆ,O
ಆತಿಜಿ,O
ಪಂದ್,O
ತೆರಿದ್,O
ಬೈದ್ಂಡ್.,O
*,O
ಎದುರುಡು,O
ಪೋವೊಂದು,O
ಇತ್ತಿನ,O
ಒಮ್ನಿ,B-TRS
ಕಾರ್,I-TRS
ದ,O
ಡ್ರೈವರ್,B-ROL
ಒರಾನೆ,O
ಬ್ರೇಕ್,O
ಪಾಡಿರ್ನೆದಾವೆ,O
ಪಿರವುಡು,O
ಬರೊಂದು,O
ಇತ್ತಿನ,O
ಗಾಡಿಲು,B-TRS
ಒಂಜೆಕ್ಕೊಂಜಿ,O
ಗುದ್ದೊಂದುಂಡು.,O
*,O
ರ್ನೆದಾವೆರ,O
ಮಾತ,O
ಕಾರ್,B-TRS
ದ,O
ಎದುರುಡು,O
ನಕ್ಕೆ,O
ಆತ್ಂಡ್.,O
*,O
159,B-NUM
ಸುಬ್ರಹ್ಮಣ್ಯ,B-LOC
ಕುಕ್ಕೆ,I-LOC
ಶ್ರೀ,I-LOC
ಸುಬ್ರಹ್ಮಣ್ಯ,I-LOC
ದೇವೆರ್ನ,O
ಚಂಪಾಷಷ್ಠಿ,B-FUN
ಜಾತ್ರಾ,I-FUN
ಮಹೋತ್ಸವದ,I-FUN
ಪ್ರಯುಕ್ತ,O
ಮಾರ್ಗಶಿರ,O
ಶುದ್ಧ,O
ಸಪ್ತಮಿದ,O
ದಿನವಾಯಿನ,O
ಅಂಗಾರೆ,O
ಕಾಂಡೆ,O
ಕುಮಾರಾಧಾರಾತುದೆಟ್ಟ್,O
ಕುಕ್ಕೆ,B-LOC
ಶ್ರೀ,I-LOC
ಸುಬ್ರಹ್ಮಣ್ಯ,I-LOC
ದೇವೆರ್ನ,O
ನೌಕಾವಿಹಾರ,O
ಬೊಕ್ಕ,O
ಅವಭೃತ,O
ಉಚ್ಚಯ,O
ಸಂಪನ್ನ,O
ಆಂಡ್.,O
*,O
ದೇವಲ್ಯದ,O
ಪ್ರಧಾನ,B-ACD
ಅರ್ಚಕೆರ್,B-ROL
ವೇದಮೂರ್ತಿ,B-PER
ಸೀತಾರಾಮ,I-PER
ಎಡಪಡಿತ್ತಾಯ,I-PER
ಅವಭೃತ,O
ಉಚ್ಚಯದ,O
ಧಾರ್ಮಿಕ,O
ವಿಧಿವಿಧಾನ,O
ನಡಪಾದ್,O
ಕೊರಿಯೆರ್.,O
*,O
ಅರ್ಚಕೆರ್,B-ROL
ವೇದಮೂರ್ತಿ,B-PER
ರಾಜೇಶ್,I-PER
ನಡ್ಯಂತಿಲ್ಲಾಯೆರ್,O
ಬೊಕ್ಕ,O
ವೇದಮೂರ್ತಿ,B-PER
ಸತ್ಯನಾರಾಯಣ,I-PER
ನೂರಿತ್ತಾಯೆರ್,I-PER
ಉತ್ಸವದ,B-FUN
ವೈದಿಕ,O
ವಿಧಿ,O
ವಿಧಾನಡ್,O
ಸಹಕರಿಸಾಯೆರ್.,O
*,O
Read,O
more…160,O
ಕುಕ್ಕೆ,B-LOC
ಶ್ರೀ,I-LOC
