Words,NER Tag
ಸೇವಾಂಜಲಿ,B-ORG
ಟ್ರಸ್ಟ್,I-ORG
ಗುರ್ಕಾರ್ಲಾಯಿನ,B-ROL
ಶಾಸಕ,I-ROL
ವೇದವ್ಯಾಸ,B-PER
ಕಾಮತ್‌ರೆಗ್,I-PER
ಕೀ,B-TRS
ಕೊರ್ಪಿನ,O
ಮುಖೇನ,O
ಚಾಲನೆ,O
ಕೊರಿಯೆರ್,O
.,O
ವಿಶ್ವ,B-FUN
ಸುಂದರಿ,I-FUN
ಪಂಥ,I-FUN
:,O
ಒಡಿಪುದ,B-LOC
ಆಯಡ್ಲಿನ್,B-PER
ಕ್ಯಾಸ್ಟೋಲಿನೋ,I-PER
ಮೂಜನೆ,O
ರನ್ನರ್,O
ಅಪ್,O
ಅಮೆರಿಕಾದ,B-LOC
ಫ್ಲೋರಿಡಾದ,I-LOC
ಹಾಲಿವುಡ್‌ದ,B-ENT
ಸೆಮಿ,B-ORG
ನೋಲ್,I-ORG
ಹಾರ್ಡ್,I-ORG
ರಾಕ್,I-ORG
ಹೋಟೆಲ್,I-ORG
ಬೊಕ್ಕ,O
ಕ್ಯಾಸಿನೊಡು,B-LOC
ಐತಾರ,B-DATE
ನಡತಿನ,O
69ನೇ,B-NUM
ವಿಶ್ವ,B-FUN
ಸುಂದರಿ,I-FUN
ಪಂಥಡ್,I-FUN
ಮಿಸ್,B-FUN
ಇಂಡಿಯಾ,I-FUN
ಸ್ಪರ್ಧೆಡ್,I-FUN
ಒಡಿಪು,B-LOC
ಉದ್ಯಾವರ,I-LOC
ಮೂಲದ,I-LOC
ಆಯಡ್ಲಿನ್,B-PER
ಕ್ಯಾಸ್ಟೋಲಿನೋ,I-PER
ಮೂಜನೆ,O
ರನ್ನರ್,O
ಅಪ್,O
ಸ್ಥಾನ,O
ಪಡೆತೆರ್,O
.,O
ಉದ್ಯಾವರ,B-LOC
ಮೂಲದ,I-LOC
ಅಲ್ಫೋನ್ಸಸ್,B-PER
ಕ್ಯಾಸ್ಟೆಲಿನೊ,I-PER
ಬೊಕ್ಕ,O
ಮೀರಾ,B-PER
ಕ್ಯಾಸ್ಟೆಲಿನೊ,I-PER
ದಂಪತಿ,B-FAM
ಪುತ್ರಿಯಾಯಿನ,B-FAM
22,B-NUM
ವರ್ಷದ,B-DATE
ಆಯಡ್ಲಿನ್,B-PER
ಕ್ಯಾಸ್ಟೋಲಿನೋ,I-PER
ಕುವೈತ್ಡ್,B-LOC
ಪುಟ್ಟುದು,O
ಮುಂಬೈದ,B-LOC
ಸೇಂಟ್,B-ORG
ಕ್ಸೇವಿಯರ್ಸ್,I-ORG
ಕಾಲೇಜ್ಡ್,I-ORG
ಪ್ರೌಢ,B-ACD
ಬೊಕ್ಕ,O
ಪದವಿ,B-ACD
ಶಿಕ್ಷಣ,I-ACD
ಪಡೆತೆರ್,O
.,O
ಈ,O
ವಿಶೇಷ,O
ಪೂಜೆಡ್,B-FUN
ಪ್ರಸಿದ್ಧ,B-ROL
ಭಜನಾ,I-ROL
ಗಾಯಕೆರಾಯಿನ,I-ROL
ಮದುಕರ್,B-PER
ಅಮೀನ್,I-PER
ಮೆರ್ನ,O
ಪುಟ್ಟು,O
ಪರ್ಬದ,O
ಪರವಾದ್,O
ಮಂದಿರಡ್,B-ORG
ಅಲಂಕಾರ,B-FUN
ಸೇವೆದೊಟ್ಟುಗು,O
ವಿಶೇಷ,O
ಪೂಜೆ,B-FUN
ನಡಪಾಯಿ,O
ಬೊಕ್ಕ,O
ಮಾನದಿಗೆದ,B-ACD
ಗುರ್ಕಾರ್ಲಾಯಿನ,B-ROL
ವಿನೋದ್,B-PER
ವಾಘಷಿ,I-PER
ಮೇರ್,O
ಶಾಲ್,O
ಪಾರ್ದ್,O
ಪೂಜೆದ,B-FUN
ಪ್ರಸಾದನ್,B-LEF
ಕೊರ್ದು,O
ಮಾನದಿಗೆ,B-ACD
ಮಲ್ತೆರ್,O
.,O
ಸೇವಾಲಯ,B-ORG
ಸೇವಾ,I-ORG
ಸಮಿತಿ,I-ORG
ಟ್ರಸ್ಟ್,I-ORG
ವತಿರ್ದ್,O
ವನಸ್ದ,B-LEF
ವ್ಯವಸ್ಥೆ,B-ACD
ಬ್ರಹ್ಮ,B-PER
ಶ್ರೀ,I-PER
ನಾರಾಯಣ,I-PER
ಗುರುಕ್ಲೆನ,I-PER
ತತ್ವ‌ದೊಟ್ಟುಗು,B-ACD
ಶ್ರೀ,B-PER
ಶ್ರೀ,I-PER
ಶ್ರೀ.,I-PER
ಡಾ:,I-PER
ಶಿವುಕುಮಾರ,I-PER
ಸ್ವಾಮೀಜಿನ,I-PER
ಅಂಚನೆ,O
ಧರ್ಮಾಧೀಕಾರಿ,B-ROL
ಪೂಜ್ಯ.,I-ROL
ಡಾ:,B-PER
ವೀರೇಂದ್ರ,I-PER
ಹೆಗ್ಗಡೆ,I-PER
ಅಂಚನೆ,O
ಬ್ರಹ್ಮರ್ಷಿ,B-ORG
ಆನಂದ್,I-ORG
ಸಿದ್ದ,I-ORG
ಪೀಠದ,I-ORG
ಗುರು,B-ROL
ಮಹರ್ಷಿ,I-ROL
ಆನಂದ್,B-PER
ಗುರೂಜಿನ,I-PER
ಶುಭ,O
ಆಶೀರ್ವಾದದೊಟ್ಟುಗು,O
ಸೇವಾಲಯ,B-ORG
ಸೇವಾ,I-ORG
ಸಮಿತಿ,I-ORG
ಟ್ರಸ್ಟ್,I-ORG
ವತಿರ್ದ್,O
5/16/2021,B-NUM
ತಾರೀಖ್ಗ್,B-DATE
ಲಾಕ್ಡೌನ್,B-POL
ಪೊರ್ತುಡು,B-DATE
.,O
ಬೆಂಗಳೂರುಡು,B-LOC
ಕೆಲವು,O
ಕಡೆಟ್,B-LOC
ವನಸ್ದ,B-LEF
ವ್ಯವಸ್ಥೆ,B-ACD
ಮಲ್ದೆರ್,O
.,O
ಬಡವುದಕ್ಲೆನ,O
ಒಟ್ಟುಗು,O
ಸೇವಾಲಯ,B-ORG
ಪನ್ಪಿನ,O
ವನಸ್,B-LEF
ವಿತರಣಾ,B-FUN
ಲೇಸ್ಗ್,I-FUN
ಪೆರಿಯೆರಾಯಿನ,B-ROL
ಅಂಚನೆ,O
ಸಮಾಜ,B-ROL
ಸೇವಕಿಯಾಯಿನ,I-ROL
ಗಂಗಮ್ಮ,B-PER
ರಾಜ್,I-PER
ಕುಮಾರ್,I-PER
ಚಾಲನೆ,O
ಕೊರಿಯೆರ್,O
.,O
ಇಂಚಿನ,O
ಸೇವಾಲಯ,B-ORG
ಸ್ಪಂದನೆಗ್,O
ಸ್ಪಂದನೆ,O
ಕೊರಿನ,O
ಗಂಗಮ್ಮ,B-PER
ರಾಜ್,I-PER
ಕುಮಾರ್,I-PER
",",O
ಹೇಮಾವತಿ,B-PER
",",O
ಕಾರ್ತಿಕ್,B-PER
ಬಾಲಾಜಿ,I-PER
",",O
ಅನು,B-PER
",",O
ಸಂತೋಷ್,B-PER
",",O
ಗೀತಾ,B-PER
ವಿನೋದ್,I-PER
",",O
ಸುಜೀತ್,B-PER
ಕುಮಾರ್,I-PER
",",O
ಮೇಗಾ,B-PER
ದೀಪಾ,I-PER
",",O
ಪಾಲ್ಪಡೆದ್,O
ಇತ್ತೆರ್,O
.,O
ಸಾಕಾರ,O
ಕೊರಿನ,O
ಮಾತೆರೆಗ್ಲಾ,O
ಕಾರ್ಕಳ,B-PER
ಸದಾನಂದ್,I-PER
ಪೂಜಾರಿ,I-PER
ಸೊಲ್ಮೆ,B-ACD
ಸಂದೈತ,I-ACD
ಮಲ್ತೆರ್,O
.,O
ಜಿಲ್ಲೆಡ್,B-GPE
ಪೊಸ,O
ಮಾರ್ಗಸೂಚಿ,B-POL
ಬುಡುಗಡೆ,I-POL
ಮಲ್ದ್,O
ಜಿ,B-GPE
:,O
ಡಿ.ಸಿ.,B-ROL
ಸ್ಪಷ್ಟನೆ,O
ಕೋವಿಡ್,B-MED
ನಿಯಂತ್ರಣಗ್,O
ಸಂಭಂದ,O
ಪಟ್ಟಿನoಚ,O
ದಕ್ಷಿಣ,B-LOC
ಕನ್ನಡಡ್,I-LOC
ಒವ್ವೆ,O
ಪೊಸ,O
ಮಾರ್ಗಸೂಚಿ,B-POL
ಬುಡುಗಡೆ,I-POL
ಮಲ್ದುಜ,O
",",O
ಸದ್ಯಗ್,O
ಇತ್ತೆದ,O
ಮಾರ್ಗಸೂಚಿಯೇ,B-POL
ಜಾರಿಡ್,I-POL
ಉಪ್ಪುಂಡು,O
ಪಂದ್,O
ದ.ಕ.,B-LOC
ಜಿಲ್ಲಾಧಿಕಾರಿ,B-ROL
ಡಾ.ಕೆ.ವಿ,B-PER
ರಾಜೇಂದ್ರ,I-PER
ಪ್ರಕಟಣೆಡ್,B-POL
ಪಂಡೆರ್,O
.,O
ದ.ಕ.,B-LOC
ಜಿಲ್ಲೆಡ್,B-GPE
ಕೆಲವು,O
ನಿರ್ಬಂಧದೊಟ್ಟುಗು,B-POL
ಪೊಸ,O
ಮಾರ್ಗಸೂಚಿ,B-POL
ಬುಡುಗಡೆ,I-POL
ಆಪುಂಡು,O
",",O
ವಾರಡ್,B-DATE
ರಡ್ಡ್,O
ದಿನ,I-DATE
ಮಾತ್ರ,O
ಸಾಮಾಗ್ರಿ,B-GRC
ಖರೀದಿಗ್,I-GRC
ಅವಕಾಶ,B-ACD
",",O
ಮದಿಮೆ,B-FUN
ಸಮಾರಂಭಗ್,I-FUN
ಅವಕಾಶ,B-ACD
ಇಜ್ಜಿ,O
ಪಂದ್,O
ಸಾಮಾಜಿಕ,B-ENT
ಜಾಲತಾಣ,I-ENT
ಬೊಕ್ಕ,O
ವೆಬ್,B-ENT
ಮಾಧ್ಯಮಡ್,I-ENT
ಬರೊಂದು,O
ಉಪ್ಪುನ,O
ವರದಿದ,B-ACD
ಬಗ್ಗೆ,O
ಜಿಲ್ಲಾಧಿಕಾರಿಡ,B-ROL
ಮಾಹಿತಿ,B-ACD
ಕೇನ್ನಗ,O
ಅವು,O
ತಪ್ಪು,O
ಮಾಹಿತಿ,B-ACD
ಪಂದ್,O
ಡಾ.ಕೆ.ವಿ.,B-PER
ರಾಜೇಂದ್ರ,I-PER
ಸ್ಪಷ್ಟನೆ,O
ಕೊರ್ತೆರ್,O
.,O
ರಾಜಕೀಯ,B-POL
ಮಲ್ಪಂದೆ,O
ಕೋವಿಡ್,B-MED
ನಿರ್ಮೂಲನೆಗ್,I-MED
ಸಾಕಾರ,O
ಕೊರ್ಲೆ,O
:,O
ದಿನೇಶ್,B-PER
ಕೋವಿಡ್,B-MED
ನಿರ್ಮೂಲನೆನೇ,I-MED
ನಮ್ಮ,O
ಸುರುತ್ತ,O
ಆದ್ಯತೆಯಾದುಂಡು,B-POL
ರಾಜಕೀಯ,B-POL
ಮಲ್ಪಂದೆ,O
ಮಾತೆರ್ಲ,O
ಜವಬ್ದಾರಿರ್ದ್,O
ವರ್ತಿಸಾಲೆ,O
ಗ್ರಾಮ,B-ORG
ಪಂಚಾಯತ್ದ,I-ORG
ಒಟ್ಟುಗು,O
ಸಾಕಾರ,O
ಕೊರ್ಲೆ,O
ಪಂದ್,O
ಗ್ರಾಮ,B-ORG
ಪಂಚಾಯತ್,I-ORG
ಗುರ್ಕಾರ್ಲಾಯಿನ,B-ROL
ದಿನೇಶ್,B-PER
ಪಂಡೆರ್,O
.,O
ಮೇರ್,O
ವೀರಕಂಭ,B-LOC
ಗ್ರಾಮ,B-ORG
ಪಂಚಾಯತ್ಡ್,I-ORG
ಬುಧವಾರ,B-DATE
ನಡತಿನ,O
ಕೋವಿಡ್,B-MED
ಟಾಸ್ಕ್,B-FUN
ಫೋರ್ಸ್,I-FUN
ಸಮಿತಿ,I-FUN
ಸಭೆಟ್,I-FUN
ಸಮಿತಿದ,B-ORG
ಸದಸ್ಯೆರಾಯಿನ,B-ROL
ವೀರಕಂಭ,B-LOC
ವ್ಯಾಪ್ತಿದ,I-LOC
ಆರೋಗ್ಯ,B-ROL
ಸಹಾಯಕಿಯೆರ್,I-ROL
",",O
ಆಶಾ,B-ROL
ಕಾರ್ಯಕರ್ತೆರ್,I-ROL
",",O
ಅಂಗನವಾಡಿ,B-ROL
ಶಿಕ್ಷಕಿರ್,I-ROL
ಅಂಚನೆ,O
ಪಂಚಾಯತ್ದ,B-ORG
ರಡ್ಡ್,O
ಸಿಬ್ಬಂದಿಲೆಗ್,B-ROL
ಪಂಚಾಯತ್,B-ORG
ವತಿರ್ದ್,O
ರೈನ್,O
ಕೋಟು,O
ಬೊಕ್ಕ,O
ಮಾಸ್ಕ್,B-MED
ಕೊರ್ದು,O
ಪಾತೆರಿಯೆರ್,O
.,O
ಪಂಚಾಯತ್,B-ORG
ವ್ಯಾಪ್ತಿದ,B-LOC
ಪ್ರತಿ,O
ವಾರ್ಡ್ದ,B-POL
ಸದಸ್ಯೆರ್,B-ROL
ತಮ್ಮ,O
ವ್ಯಾಪ್ತಿಡುಪ್ಪುನ,B-LOC
ಅಂಗಡಿಲೆನ್,B-ORG
ಜಿಲ್ಲಾಡಳಿತ,B-GPE
ಕೊರಿನ,O
ಪೊರ್ತುಡು,B-DATE
ತಕ್ಕ,O
ಬೇಲೆ,B-ACD
ಮಲ್ಪರೆ,O
ಅಂಚನೆ,O
ಹೊರರಾಜ್ಯ,B-GPE
ಪಿದಾಯಿದ,O
ಜಿಲ್ಲೆರ್ದ್,B-GPE
ಬರ್ಪಿನ,O
ನಾಗರಿಕೆರ್ನ,B-COM
ಬಗ್ಗೆ,O
ಮಾಹಿತಿ,B-ACD
ಕೊರ್ಪಿನೆತ್ತ,O
ಒಟ್ಟುಗು,O
ತಮ್ಮ,O
ತಮ್ಮ,O
ವಾರ್ಡ್,B-POL
ವ್ಯಾಪ್ತಿಡ್,B-LOC
45,B-NUM
ವರ್ಷ,B-DATE
ಜಾಸ್ತಿ,O
ಆಯಿನಕುಲು,O
ಲಸಿಕೆ,B-MED
ಪಾಡೆರೆ,O
ಬಾಕಿ,O
ಇಪ್ಪುನ,O
ನಾಗರಿಕೆರೆನ್,B-COM
ಗುರ್ತಿಸಾದ್,O
ಲಸಿಕೆ,B-MED
ಪಾಡಾವುನ,O
ಜವಾಬ್ದಾರಿ,O
ಕೊರಿಯೆರ್,O
.,O
ಗ್ರಾಮ,B-ORG
ಪಂಚಾಯತ್,I-ORG
ಒತ್ತು,B-ROL
ಗುರ್ಕಾರ್ದಿ,I-ROL
ಶ್ರೀಮತಿ,B-PER
ಶೀಲಾ,I-PER
ವೇಗಸ್,I-PER
",",O
ಪಿ‌.ಡಿ.ಒ.,B-ROL
ಗಿರಿಜಾ,B-PER
ಪಿ.,I-PER
",",O
ಗ್ರಾಮ,B-ROL
ಕರಣಿಕ,I-ROL
ಕರಿಬಸಪ್ಪ,B-PER
",",O
ಟಾಸ್ಕ್,B-ORG
ಫೋರ್ಸ್,I-ORG
ಸಮಿತಿ,I-ORG
ಸದಸ್ಯೆರ್,B-ROL
ಪಾಲ್ಪಡೆದಿತ್ತೆರ್,O
.,O
ಪುತ್ತೂರುಡು,B-LOC
ಒಂಜಿ,O
ಕೋಟಿ,O
ರೂ,B-ACD
ವೆಚ್ಚಡ್,B-POL
ಆಕ್ಸಿಜನ್,B-ORG
ಪ್ಲಾಂಟ್,I-ORG
ನಿರ್ಮಾಣಗ್,O
ಶಿಲಾನ್ಯಾಸ,O
ಪುತ್ತೂರು,B-ORG
ಸರ್ಕಾರಿ,I-ORG
ಆಸ್ಪತ್ರೆದ,I-ORG
ಕೈತಲ್,O
ಕ್ಯಾಂಪ್ಕೋ,B-ORG
ಸಂಸ್ಥೆದ,I-ORG
ಒಟ್ಟು,O
ಸೇರಿಗೇಡ್,O
ಸುಮಾರ್,O
ರೂ.,B-ACD
1,B-NUM
ಕೋಟಿ,O
ವೆಚ್ಚಡ್,B-ACD
ಪೊಸತಾದ್,O
ಕಟ್ಟರೆ,O
ಉಪ್ಪುನ,O
450,B-NUM
ಎಲ್‌ಎಪಿ,B-MED
ಉತ್ಪಾದನಾ,I-MED
ಸಾಮರ್ಥ್ಯದ,I-MED
ಸಿಲಿಂಡರ್,B-ORG
ಆಕ್ಸಿಜನ್,I-ORG
ಉತ್ಪಾದನಾ,I-ORG
ಘಟಕಗ್,I-ORG
ಬುಧವಾರ,B-DATE
ಸಂಸದೆರ್,B-ROL
ಬೊಕ್ಕ,O
ಬಿಜೆಪಿ,B-ORG
ರಾಜ್ಯಾಧ್ಯಕ್ಷ,B-ROL
ನಳಿನ್,I-PER
ಕುಮಾರ್,I-PER
ಕಟೀಲು,I-PER
ಶಿಲಾನ್ಯಾಸ,O
ಮಲ್ತೆರ್,O
.,O
ಈ,O
ಪೊರ್ತುಡು,B-DATE
ಪಾತೆರಿನ,O
ಶಾಸಕ,B-ROL
ಸಂಜೀವ,B-PER
ಮಠಂದೂರು,I-PER
",",O
ಕ್ಯಾಂಪ್ಕೋ,B-ORG
ಸಂಸ್ಥೆ,I-ORG
ಪುತ್ತೂರುಗು,B-LOC
ಅವ್ವೆತೋ,O
ಮಲ್ಲ,O
ಮಟ್ಟದ,O
ಕೊಡುಗೆಲೆನ್,O
ದುಂಬುರ್ದುಲಾ,O
ಕೊರೊಂದು,O
ಬೈದುಂಡು,O
ಪಂದ್,O
ಪಂಡೆರ್,O
.,O
ಎಚ್ಆರ್ಎಸ್,B-ORG
ವತಿರ್ದ್,O
ಆಶಾಕಾರ್ಯಕರ್ತೆರೆಗ್,B-ROL
ಆಕ್ಸಿಮೀಟರ್,B-MED
ವಿತರಣೆ,I-MED
ಜಮಾಅತೆ,B-ORG
ಇಸ್ಲಾಮಿನ,I-ORG
ಹಿಂದ್,I-ORG
ಅಂಗಸಂಸ್ಥೆ,I-ORG
ಹ್ಯುಮಾನಿಟೇರಿಯನ್,B-ORG
ರಿಲೀಫ್,I-ORG
ಸೊಸೈಟಿ,I-ORG
ವತಿರ್ದ್,O
ತೆಂಕ,B-LOC
ಎಡಪದವು,I-LOC
ಗ್ರಾಮ,B-ORG
ಪಂಚಾಯತ್ದ,I-ORG
ಆಶಾ,B-MED
ಕಾರ್ಯಕರ್ತೆರ್,I-MED
ಬೊಕ್ಕ,O
ಪಂಚಾಯತ್,B-ORG
ಸಿಬ್ಬಂದಿಲೆಗ್,B-ROL
20,B-NUM
ಮಾಸ್ಕ್,B-MED
(N95),B-NUM
ಬೊಕ್ಕ,O
1,B-NUM
ಆಕ್ಸಿಮೀಟರ್ನ್,B-MED
ಹ್ಯುಮಾನಿಟೇರಿಯನ್,B-ORG
ರಿಲೀಫ್,I-ORG
ಸೊಸೈಟಿ,I-ORG
ಮೂಡುಬಿದಿರೆ,B-LOC
ತಂಡದಕುಲು,B-COM
ಬೊಕ್ಕ,O
ವೆಲ್ಪೇರ್,B-ORG
ಪಾರ್ಟಿ,I-ORG
ಆಫ್,I-ORG
ಇಂಡಿಯಾ,I-ORG
ನೆತ್ತ,O
ಗುರುಪುರ,B-LOC
ವಲಯ,I-LOC
ಕಾರ್ಯದರ್ಶಿ,B-ROL
ಮುನೀರ್,B-PER
ಪದ್ರೆಂಗಿ,I-PER
ಕೊರಿಯೆರ್,O
.,O
ಈ,O
ಪೊರ್ತುಡು,B-DATE
ತೆಂಕ,B-LOC
ಎಡಪದವು,I-LOC
ಪಂಚಾಯತ್,B-ORG
ಗುರ್ಕಾರ್ಲಾಯಿನ,B-ROL
ಸುಕುಮಾರ್,B-PER
",",O
ಉಪಾಧ್ಯಕ್ಷೆ,B-ROL
ಪ್ರೇಮ,B-PER
",",O
ಗ್ರಾಮಾಭಿವೃದ್ಧಿ,B-ROL
ಅಧಿಕಾರಿ,I-ROL
(ಪಿಡಿಒ),I-ROL
ರಾಜೀವಿ,B-PER
",",O
ಕಾರ್ಯದರ್ಶಿ,B-ROL
ಇಸ್ಮಾಯಿಲ್,B-PER
ಹಾಗೂ,O
ಜಮಾಅತೆ,B-ORG
ಇಸ್ಲಾಮಿ,I-ORG
ಹಿಂದ್,I-ORG
ಎಡಪದವು,B-LOC
ಸಂಚಾಲಕ,B-ROL
ಝಾಕಿರ್,B-PER
ಹಸೈನ್,I-PER
ಪಾಲ್ಪಡೆದಿತ್ತೆರ್,O
.,O
ಪಡುಬಿದ್ರೆ,B-LOC
:,O
ಟಗ್,O
ತೆರವು,O
ಮಲ್ಪರೆ,O
ತಯಾರಿ,O
ಕರಿನ,O
ವಾರ,B-DATE
ತೌಕ್ತೆ,B-LEF
ಚಂಡಮಾರುತಗ್,I-LEF
ತಿಕೊಲ್ದು,I-LEF
ಕಡಲ್ಡ್,B-LEF
ಮುರ್ಕುದು,O
ಪಡುಬಿದ್ರಿದ,B-LOC
ಕಾಡಿಪಟ್ಣ,I-LOC
ಕಡಲ್ದ,B-LEF
ಬರಿಟ್,I-LEF
ಪತ್ತೆಯಾಯಿನ,O
ಟಗ್,O
ತೆರವು,O
ಮಲ್ಪರೆ,O
ಬೋಡಾಯಿನ,O
ತಯಾರಿ,O
ನಡತುದುಂಡು,O
.,O
ಬಿಲಾಲ್,B-PER
ಮೊಯ್ದಿನ್,I-PER
ಮುತಾಲಿಕೆದ,B-POL
ಕುಡ್ಲ,B-LOC
ಬದ್ರಿಯಾ,B-ORG
ತಜ್ಞರ,I-ORG
ಕೂಟ,I-ORG
ತೆರವು,O
ಕಾರ್ಯಾಚರಣೆ,B-POL
ಸುರು,O
ಮಲ್ದುಂಡು,O
.,O
ತೆಡಿಲ್,B-LEF
ಬರ್ಸ,I-LEF
ಮೂಜಿ,O
ಇಲ್ಲಗ್,B-FAM
ಹಾನಿ,B-POL
ಪೇಂಟೆದ,B-GPE
ಬೇಂಗ್ರೆಯ,B-LOC
ಚಿಟ್ಟಿಹಕ್ಲಿಡ್,I-LOC
ಗುರುವಾರ,B-DATE
ರಾತ್ರಿ,I-DATE
ಭಾರೀ,O
ತೆಡಿಲ್,B-LEF
ಮಿಂಚ್,I-LEF
ಗಾಳಿ,I-LEF
ಬರ್ಸಗ್,I-LEF
ಮೂಜಿ,O
ಇಲ್ಲಗ್,B-FAM
ಹಾನಿ,B-POL
ಆತುಂಡು,O
",",O
ಕರೆಂಟ್ದ,O
ಮೀಟರ್,O
ಸೇರಿನoಚ,O
ಬಾಕಿದ,O
ಇಲ್ಲದ,B-FAM
ಸಾಮಗ್ರಿ,B-LEF
ಪೊತ್ತುದುಂಡು,O
.,O
ಚಿಟ್ಟಿಹಕ್ಲಿದ,B-LOC
ಗಣಪತಿ,B-PER
ಜಟ್ಟಯ್ಯ,I-PER
ದೇವಡಿಗ,I-PER
ಮೆರ್ನ,O
ಇಲ್ಲಗ್,B-FAM
ತೆಡಿಲ್,B-LEF
ಹಾಕ್ದ್,O
ಇಲ್ಲ್,B-FAM
ಬಿರುಕು,O
ಬುಡ್ತಿನ,O
ಮಾಹಿತಿ,B-ACD
ತಿಕ್ಕ್ದುಂಡು,O
.,O
ನಡಿಕುದ್ರು,B-LOC
ಪರಪಟ್ಟ,I-LOC
ಪ್ರದೇಶಗ್,B-GPE
ತಹಶೀಲ್ದಾರ್,B-ROL
ಭೇಟಿ,O
ತೌಕ್ತೆ,B-LEF
ಚಂಡಮಾರುತ,I-LEF
ಪ್ರಭಾವರ್ದ್,I-LEF
ಉಪ್ಪುನೀರು,B-LEF
ಬತ್ದ್,O
ಹೆಜಮಾಡಿ,B-LOC
ಗ್ರಾಮ,B-ORG
ಪಂಚಾಯಿತಿ,I-ORG
ವ್ಯಾಪ್ತಿದ,B-LOC
ನಡಿಕುದ್ರು,B-LOC
",",O
ಪರಪಟ್ಟ,B-LOC
ಪ್ರದೇಶದಲ್ಲಿ,B-GPE
ಕೃಷಿಕೆರೆಗ್,B-ROL
ಬೊಕ್ಕ,O
ಪರ್ಪಿನ,O
ನೀರ್ಗ್,B-LEF
ಸಮಸ್ಯೆಯಾಯಿನ,O
ಪ್ರದೇಶಗ್,B-GPE
ಕಾಪು,B-LOC
ತಹಸೀಲ್ದಾರ್,B-ROL
ಪ್ರತಿಭಾ,B-PER
ಆರ್,I-PER
ಭೇಟಿ,O
ಕೊರಿಯೆರ್,O
.,O
ಈ,O
ಪೊರ್ತುಡು,B-DATE
ತಹಸೀಲ್ದಾರ್,B-ROL
",",O
ಹೆಜಮಾಡಿ,B-LOC
ಗ್ರಾಮದ,B-GPE
ನಡಿಕುದ್ರು,B-LOC
",",O
ಪರಪಟ್ಟ,B-LOC
ಪ್ರದೇಶಗಗ್,B-GPE
ತುರ್ತು,O
ಪರ್ಪಿನ,O
ನೀರ್,B-LEF
ಕೊರಿಯರೆ,O
ಕ್ರಮ,B-ACD
ದೆತೊನೆರೆ,O
ಗ್ರಾಮ,B-ORG
ಪಂಚಾಯಿತಿ,I-ORG
ಪಿಡಿಒಗ್,B-ROL
ಸೂಚನೆ,O
ಕೊರಿಯೆರ್,O
.,O
ಈ,O
ಪೊರ್ತುಡು,B-DATE
ಕಂದಾಯ,B-ROL
ನಿರೀಕ್ಷಕ,I-ROL
ಸುಧೀರ್‍ಕುಮಾರ್,B-PER
ಶೆಟ್ಟಿ,I-PER
",",O
ಗ್ರಾಮಕರಣಿಕ,B-ROL
ಅರುಣ್,B-PER
ಕುಮಾರ್,I-PER
",",O
ಉಪಾಧ್ಯಕ್ಷೆ,B-ROL
ಪವಿತ್ರ,B-PER
ಗಿರೀಶ್,I-PER
",",O
ಸದಸ್ಯ,B-ROL
ಪಾಂಡುರಂಗ,B-PER
ಕರ್ಕೇರ,I-PER
",",O
ಪಿಡಿಒ,B-ROL
ಸುಮತಿ,B-PER
",",O
ಕೈತಲ್ದಕುಲಾಯಿನ,O
ವಾಮನ,B-PER
ಕೋಟ್ಯಾನ್,I-PER
",",O
ಉಮೇಶ್,B-PER
ಪಾಲ್ಪಡೆದಿತ್ತೆರ್,O
.,O
ಯುವ,B-ORG
ಕಾಂಗ್ರೆಸ್,I-ORG
ಸಮಿತಿ,I-ORG
ಪಾಣೆಮಂಗಳೂರು,B-LOC
ವತಿರ್ದ್,O
ನಿರಾಶ್ರಿತೆರೆಗ್,B-COM
ವನಸ್,B-LEF
ಪಾಣೆಮಂಗಳೂರು,B-LOC
ಬ್ಲಾಕ್,B-ORG
ಯುವ,I-ORG
ಕಾಂಗ್ರೆಸ್,I-ORG
ಸಮಿತಿ,I-ORG
ವತಿರ್ದ್,O
ಲಾಕ್ಡೌನ್ರ್ದ್,B-POL
ಬಂಗ,O
ಬರೊಂದು,O
ಉಪ್ಪುನ,O
ವಲಸೆ,B-ROL
ಕಾರ್ಮಿಕೆರ್,I-ROL
",",O
ನಿರಾಶ್ರಿತೆರೆಗ್,B-COM
ಮಧ್ಯಾಹ್ನದ,B-DATE
ವನಸ್ನ್,B-LEF
ಗುರುವಾರ,B-DATE
ಬಿ.ಸಿ.ರೋಡ್,B-LOC
ಪರಿಸರಡ್,B-LEF
ನಡಪಾಯೆರ್,O
.,O
ಬ್ಲಾಕ್,B-ROL
ಗುರ್ಕಾರ್ಲಾಯಿನ,I-ROL
ಇಬ್ರಾಹಿಂ,B-PER
ನವಾಝ್,I-PER
ಮುತಾಲಿಕೆಡ್,B-POL
ಕೊಡುಗೈ,B-ROL
ದಾನಿಲು,I-ROL
",",O
ಬೊಕ್ಕ,O
ಕೆಲವರ್ನ,O
ಸಹಾಕಾರಡ್,O
ಯಶಸ್ವಿಯಾದ್,O
ನಡತುಂಡು,O
.,O
ಈ,O
ಪೊರ್ತುಡು,B-DATE
ಪಾಣೆಮಂಗಳೂರು,B-LOC
ಬ್ಲಾಕ್,B-ORG
ಕಾಂಗ್ರೆಸ್,I-ORG
ಸಮಿತಿ,I-ORG
